drug_1,drug_2,interaction
cyclophosphamide,glucocorticoids,0
azathioprine,mycophenolate,0
azathioprine,glucocorticoids,0
mycophenolate,glucocorticoids,0
mefloquine,sulfadoxine,1
mefloquine,pyrimethamine,1
sulfadoxine,pyrimethamine,1
bleomycin,epirubicin,1
bleomycin,carboplatin,1
epirubicin,carboplatin,1
Axitinib,Everolimus,0
Axitinib,Sunitinib,0
Everolimus,Sunitinib,0
cytarabine,cisplatin,1
cytarabine,etoposide,1
cisplatin,etoposide,1
camrelizumab,gemcitabine,1
camrelizumab,cisplatin,1
gemcitabine,cisplatin,1
fluconazole,itraconazole,1
tianeptine,tianeptine,0
tianeptine,naloxone,0
tianeptine,naloxone,1
clonidine,diltiazem,0
clonidine,verapamil,0
diltiazem,verapamil,0
crizotinib,topotecan,1
crizotinib,cyclophosphamide,1
topotecan,cyclophosphamide,1
tretinoin,ribavirin,0
tretinoin,peg-interferon,0
ribavirin,peg-interferon,1
paclitaxel,carboplatin,1
imipenem,ceftazidime,0
daunorubicin,cytarabine,1
daunorubicin,etoposide,1
cytarabine,etoposide,1
modafinil,pyridostigmine,0
modafinil,lamotrigine,0
modafinil,amantadine,0
modafinil,prednisone,0
pyridostigmine,lamotrigine,0
pyridostigmine,amantadine,0
pyridostigmine,prednisone,0
lamotrigine,amantadine,0
lamotrigine,prednisone,0
amantadine,prednisone,0
verapamil,nifedipine,0
verapamil,diltiazem,0
nifedipine,diltiazem,0
selinexor,bortezomib,1
Etoposide,Cisplatin,1
Etoposide,Vincristine,0
Etoposide,Dacarbazine,0
Etoposide,Ifosfamide,0
Etoposide,Doxorubicin,0
Etoposide,Vindesine,1
Cisplatin,Vincristine,0
Cisplatin,Dacarbazine,0
Cisplatin,Ifosfamide,0
Cisplatin,Doxorubicin,0
Cisplatin,Vindesine,1
Vincristine,Dacarbazine,1
Vincristine,Ifosfamide,1
Vincristine,Doxorubicin,1
Vincristine,Vindesine,0
Dacarbazine,Ifosfamide,1
Dacarbazine,Doxorubicin,1
Dacarbazine,Vindesine,0
Ifosfamide,Doxorubicin,1
Ifosfamide,Vindesine,0
Doxorubicin,Vindesine,0
Mycophenolate,mycophenolic acid,0
tacrolimus,prednisone,1
Vandetanib,erlotinib,0
Vandetanib,gefitinib,0
erlotinib,gefitinib,0
Genistein,paclitaxel,1
Genistein,vincristine,1
paclitaxel,vincristine,0
gentamicin,rifampin,0
oxaliplatin,fluorouracil,1
oxaliplatin,folinic acid,1
fluorouracil,folinic acid,1
trastuzumab,letrozole,1
trastuzumab,letrozole,0
letrozole,letrozole,0
etoposide,doxorubicin,0
clarithromycin,amikacin,1
clarithromycin,cefoxitin,1
amikacin,cefoxitin,1
levodopa,carbidopa,1
amoxicillin,ampicillin,0
amoxicillin,cloxacillin,0
ampicillin,cloxacillin,0
moxifloxacin,levofloxacin,0
moxifloxacin,pyrazinamide,1
levofloxacin,pyrazinamide,1
erythromycin,tetracycline,0
tamoxifen,gefitinib,1
finasteride,minoxidil,1
dasatinib,imatinib,0
verapamil,ceftriaxone,1
verapamil,clindamycin,1
ceftriaxone,clindamycin,1
rituximab,cyclophosphamide,1
rituximab,doxorubicin,1
rituximab,vincristine,1
rituximab,prednisone,1
rituximab,R-CHOP,0
rituximab,rituximab,0
rituximab,etoposide,0
rituximab,cyclophosphamide,0
rituximab,doxorubicin,0
rituximab,vincristine,0
rituximab,prednisone,0
rituximab,methotrexate,0
rituximab,R-CHOP,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
cyclophosphamide,R-CHOP,0
cyclophosphamide,rituximab,0
cyclophosphamide,etoposide,0
cyclophosphamide,cyclophosphamide,0
cyclophosphamide,doxorubicin,0
cyclophosphamide,vincristine,0
cyclophosphamide,prednisone,0
cyclophosphamide,methotrexate,0
cyclophosphamide,R-CHOP,0
doxorubicin,vincristine,1
doxorubicin,prednisone,1
doxorubicin,R-CHOP,0
doxorubicin,rituximab,0
doxorubicin,etoposide,0
doxorubicin,cyclophosphamide,0
doxorubicin,doxorubicin,0
doxorubicin,vincristine,0
doxorubicin,prednisone,0
doxorubicin,methotrexate,0
doxorubicin,R-CHOP,0
vincristine,prednisone,1
vincristine,R-CHOP,0
vincristine,rituximab,0
vincristine,etoposide,0
vincristine,cyclophosphamide,0
vincristine,doxorubicin,0
vincristine,vincristine,0
vincristine,prednisone,0
vincristine,methotrexate,0
vincristine,R-CHOP,0
prednisone,R-CHOP,0
prednisone,rituximab,0
prednisone,etoposide,0
prednisone,cyclophosphamide,0
prednisone,doxorubicin,0
prednisone,vincristine,0
prednisone,prednisone,0
prednisone,methotrexate,0
prednisone,R-CHOP,0
R-CHOP,rituximab,0
R-CHOP,etoposide,0
R-CHOP,cyclophosphamide,0
R-CHOP,doxorubicin,0
R-CHOP,vincristine,0
R-CHOP,prednisone,0
R-CHOP,methotrexate,0
R-CHOP,R-CHOP,0
rituximab,etoposide,1
rituximab,cyclophosphamide,1
rituximab,doxorubicin,1
rituximab,vincristine,1
rituximab,prednisone,1
rituximab,methotrexate,0
rituximab,R-CHOP,0
etoposide,cyclophosphamide,1
etoposide,doxorubicin,1
etoposide,vincristine,1
etoposide,prednisone,1
etoposide,methotrexate,0
etoposide,R-CHOP,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,prednisone,1
cyclophosphamide,methotrexate,0
cyclophosphamide,R-CHOP,0
doxorubicin,vincristine,1
doxorubicin,prednisone,1
doxorubicin,methotrexate,0
doxorubicin,R-CHOP,0
vincristine,prednisone,1
vincristine,methotrexate,0
vincristine,R-CHOP,0
prednisone,methotrexate,0
prednisone,R-CHOP,0
methotrexate,R-CHOP,1
fludarabine,cyclophosphamide,0
fludarabine,rituximab,0
cyclophosphamide,rituximab,0
gefitinib,erlotinib,1
oxytocin,vasopressin,0
volasertib,pemetrexed,1
volasertib,pemetrexed,0
pemetrexed,pemetrexed,0
paclitaxel,carboplatin,1
dexamethasone,leptin,0
dexamethasone,insulin,1
leptin,insulin,0
ondansetron,metoclopramide,0
venetoclax,bendamustine,0
paclitaxel,carboplatin,1
teniposide,etoposide,0
teniposide,doxorubicin,0
etoposide,doxorubicin,0
praziquantel,mefloquine,0
praziquantel,artesunate,0
mefloquine,artesunate,0
Cladribine,Granulocyte Colony-Stimulating Factor,1
Cladribine,Cytarabine,1
Cladribine,Aclarubicin,1
Granulocyte Colony-Stimulating Factor,Cytarabine,1
Granulocyte Colony-Stimulating Factor,Aclarubicin,1
Cytarabine,Aclarubicin,1
isoprenaline,salbutamol,0
erlotinib,doxorubicin,1
erlotinib,docetaxel,1
erlotinib,SN-38,1
doxorubicin,docetaxel,0
doxorubicin,SN-38,0
docetaxel,SN-38,0
artesunate,amodiaquine,0
melatonin,corticosterone,0
melatonin,leptin,0
melatonin,testosterone,0
corticosterone,leptin,0
corticosterone,testosterone,0
leptin,testosterone,0
chloroquine,hydroxychloroquine,0
chloroquine,losartan,0
chloroquine,azithromycin,0
chloroquine,naproxen,0
chloroquine,dexamethasone,0
chloroquine,prednisone,0
hydroxychloroquine,losartan,0
hydroxychloroquine,azithromycin,0
hydroxychloroquine,naproxen,0
hydroxychloroquine,dexamethasone,0
hydroxychloroquine,prednisone,0
losartan,azithromycin,0
losartan,naproxen,0
losartan,dexamethasone,0
losartan,prednisone,0
azithromycin,naproxen,0
azithromycin,dexamethasone,0
azithromycin,prednisone,0
naproxen,dexamethasone,0
naproxen,prednisone,0
dexamethasone,prednisone,0
cefepime,levofloxacin,1
everolimus,octreotide,1
prednisone,azathioprine,1
dihydroartemisinin,dihydroartemisinin-glucuronide,1
dihydroartemisinin,artesunate,1
dihydroartemisinin,artemether,0
dihydroartemisinin-glucuronide,artesunate,1
dihydroartemisinin-glucuronide,artemether,0
artesunate,artemether,0
Amphotericin,rifabutin,1
gemcitabine,doxorubicin,1
amphotericin,voriconazole,0
vinorelbine,docetaxel,0
vinorelbine,docetaxel,0
docetaxel,docetaxel,0
aciclovir,valaciclovir,0
aciclovir,famciclovir,0
aciclovir,brivudine,0
valaciclovir,famciclovir,0
valaciclovir,brivudine,0
famciclovir,brivudine,0
entacapone,levodopa,1
neomycin,metronidazole,1
metformin,curcumin,0
Warfarin,apixaban,0
mitomycin-C,vincristine,1
mitomycin-C,bleomycin,1
mitomycin-C,cis-platinum,1
vincristine,bleomycin,1
vincristine,cis-platinum,1
bleomycin,cis-platinum,1
levobupivacaine,lidocaine,1
afatinib,vinorelbine,1
Carboplatin,paclitaxel,1
Carboplatin,cisplatin,0
Carboplatin,paclitaxel,0
Carboplatin,doxorubicin,0
paclitaxel,cisplatin,0
paclitaxel,paclitaxel,0
paclitaxel,doxorubicin,0
cisplatin,paclitaxel,1
cisplatin,doxorubicin,1
paclitaxel,doxorubicin,1
ciprofloxacin,levofloxacin,1
carboplatin,etoposide,1
paclitaxel,docetaxel,0
fludarabine,cytarabine,1
fludarabine,idarubicin,1
fludarabine,etoposide,1
cytarabine,idarubicin,1
cytarabine,etoposide,1
idarubicin,etoposide,1
dabrafenib,cetuximab,1
capecitabine,irinotecan,1
Amphotericin,flucytosine,1
doxorubicin,Erlotinib,1
doxorubicin,etoposide,1
pembrolizumab,pembrolizumab,0
pembrolizumab,relacorilant,0
pembrolizumab,nivolumab,0
pembrolizumab,nivolumab,0
pembrolizumab,ipilimumab,0
pembrolizumab,relacorilant,1
pembrolizumab,nivolumab,0
pembrolizumab,nivolumab,0
pembrolizumab,ipilimumab,0
relacorilant,nivolumab,0
relacorilant,nivolumab,0
relacorilant,ipilimumab,0
nivolumab,nivolumab,0
nivolumab,ipilimumab,0
nivolumab,ipilimumab,1
cetuximab,panitumumab,0
cetuximab,bevacizumab,0
panitumumab,bevacizumab,0
daunorubicin,doxorubicin,0
curcumin,paclitaxel,0
Bevacizumab,intetumumab,1
amsacrine,etoposide,0
amsacrine,doxorubicin,0
amsacrine,mitoxantrone,0
etoposide,doxorubicin,0
etoposide,mitoxantrone,0
doxorubicin,mitoxantrone,0
anastrozole,tamoxifen,0
norfloxacin,enrofloxacin,0
norfloxacin,ofloxacin,0
enrofloxacin,ofloxacin,0
gefitinib,oxaliplatin,1
verapamil,prochlorperazine,0
chloroquine,mefloquine,0
chloroquine,lumefantrine,0
chloroquine,artesunate,0
mefloquine,lumefantrine,0
mefloquine,artesunate,0
lumefantrine,artesunate,0
mitoxantrone,mitoxantrone,0
mitoxantrone,fluorouracil,0
mitoxantrone,folinic acid,0
mitoxantrone,beta-interferon,0
mitoxantrone,fluorouracil,0
mitoxantrone,folinic acid,0
mitoxantrone,beta-interferon,1
fluorouracil,folinic acid,1
fluorouracil,beta-interferon,0
folinic acid,beta-interferon,0
Leucovorin,vincristine,1
decitabine,doxorubicin,1
decitabine,cyclophosphamide,1
doxorubicin,cyclophosphamide,0
tramadol,gabapentin,0
docetaxel,gemcitabine,1
docetaxel,docetaxel,0
docetaxel,carboplatin,1
gemcitabine,docetaxel,0
gemcitabine,carboplatin,1
docetaxel,carboplatin,0
galunisertib,sorafenib,1
busulfan,cyclophosphamide,1
busulfan,antithymocyte globulin(ATG,1
cyclophosphamide,antithymocyte globulin(ATG,1
cisplatin,adriamycin,1
cisplatin,etoposide,1
cisplatin,cyclophosphamide,1
adriamycin,etoposide,1
adriamycin,cyclophosphamide,1
etoposide,cyclophosphamide,1
amiodarone,sotalol,0
amiodarone,flecainide,0
amiodarone,propafenone,0
sotalol,flecainide,0
sotalol,propafenone,0
flecainide,propafenone,0
sorafenib,sunitinib,0
sorafenib,temsirolimus,0
sorafenib,everolimus,0
sunitinib,temsirolimus,0
sunitinib,everolimus,0
temsirolimus,everolimus,0
gefitinib,pemetrexed,1
gefitinib,gefitinib,0
pemetrexed,gefitinib,0
etoposide,carboplatin,1
Azithromycin,doxycycline,0
Azithromycin,moxifloxacin,0
doxycycline,moxifloxacin,0
doxycycline,azithromycin,0
timolol,hydrochlorothiazide,1
temsirolimus,sunitinib,1
anastrozole,letrozole,0
anastrozole,tamoxifen,0
letrozole,tamoxifen,0
doxorubicin,etoposide,0
cimetidine,ranitidine,0
aripiprazole,quetiapine,0
atenolol,nifedipine,1
atenolol,nifedipine,0
nifedipine,nifedipine,0
doxorubicin,epirubicin,0
doxorubicin,etoposide,0
doxorubicin,cisplatin,0
doxorubicin,mitoxantrone,0
doxorubicin,tamoxifen,0
doxorubicin,capecitabine,0
doxorubicin,thalidomide,0
doxorubicin,octreotide,0
epirubicin,etoposide,0
epirubicin,cisplatin,0
epirubicin,mitoxantrone,0
epirubicin,tamoxifen,0
epirubicin,capecitabine,0
epirubicin,thalidomide,0
epirubicin,octreotide,0
etoposide,cisplatin,0
etoposide,mitoxantrone,0
etoposide,tamoxifen,0
etoposide,capecitabine,0
etoposide,thalidomide,0
etoposide,octreotide,0
cisplatin,mitoxantrone,0
cisplatin,tamoxifen,0
cisplatin,capecitabine,0
cisplatin,thalidomide,0
cisplatin,octreotide,0
mitoxantrone,tamoxifen,0
mitoxantrone,capecitabine,0
mitoxantrone,thalidomide,0
mitoxantrone,octreotide,0
tamoxifen,capecitabine,0
tamoxifen,thalidomide,0
tamoxifen,octreotide,0
capecitabine,thalidomide,0
capecitabine,octreotide,0
thalidomide,octreotide,0
sertraline,paroxetine,0
fenofibrate,ciprofibrate,0
fenofibrate,gemfibrozil,0
ciprofibrate,gemfibrozil,0
bevacizumab,ranibizumab,0
cyclophosphamide,doxorubicin,1
cyclophosphamide,vincristine,1
cyclophosphamide,methotrexate,1
cyclophosphamide,cytarabine,1
cyclophosphamide,methotrexate,0
cyclophosphamide,adriamycin,1
doxorubicin,vincristine,1
doxorubicin,methotrexate,1
doxorubicin,cytarabine,1
doxorubicin,methotrexate,0
doxorubicin,adriamycin,1
vincristine,methotrexate,1
vincristine,cytarabine,1
vincristine,methotrexate,0
vincristine,adriamycin,1
methotrexate,cytarabine,1
methotrexate,methotrexate,0
methotrexate,adriamycin,1
cytarabine,methotrexate,0
cytarabine,adriamycin,1
methotrexate,adriamycin,0
vincristine,doxorubicin,1
vincristine,dactinomycin,1
doxorubicin,dactinomycin,1
methamphetamine,clonidine,0
leuprolide,bicalutamide,1
fluticasone,budesonide,0
fluticasone,beclomethasone,0
fluticasone,triamcinolone,0
budesonide,beclomethasone,0
budesonide,triamcinolone,0
beclomethasone,triamcinolone,0
lapatinib,trastuzumab,1
Meloxicam,sorafenib,1
fludarabine,cyclophosphamide,1
ganciclovir,foscarnet,0
metronidazole,clarithromycin,0
etoposide,doxorubicin,0
Cetuximab,irinotecan,1
imipramine,fenfluramine,0
imipramine,tranylcypromine,0
fenfluramine,tranylcypromine,1
irinotecan,temozolomide,1
etoposide,vincristine,1
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,prednisone,1
vincristine,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,prednisone,1
doxorubicin,cyclophosphamide,1
doxorubicin,prednisone,1
cyclophosphamide,prednisone,1
mitotane,etoposide,1
mitotane,doxorubicin,1
mitotane,cisplatin,1
etoposide,doxorubicin,1
etoposide,cisplatin,1
doxorubicin,cisplatin,1
dasatinib,nilotinib,0
topotecan,paclitaxel,0
genistein,doxorubicin,1
genistein,genistein,0
doxorubicin,genistein,0
efavirenz,nevirapine,0
ibrutinib,ublituximab,1
oxytetracycline,flumequine,0
alemtuzumab,rituximab,0
Paclitaxel,5-fluorouracil,1
Paclitaxel,hydroxyurea,1
5-fluorouracil,hydroxyurea,1
nivolumab,ipilimumab,1
nivolumab,sunitinib,0
nivolumab,nivolumab,0
nivolumab,ipilimumab,0
ipilimumab,sunitinib,0
ipilimumab,nivolumab,0
ipilimumab,ipilimumab,0
sunitinib,nivolumab,0
sunitinib,ipilimumab,0
nivolumab,ipilimumab,0
daunorubicin,doxorubicin,0
daunorubicin,etoposide,0
daunorubicin,mitoxantrone,0
doxorubicin,etoposide,0
doxorubicin,mitoxantrone,0
etoposide,mitoxantrone,0
anastrozole,tamoxifen,0
cyclophosphamide,etoposide,1
cyclophosphamide,cisplatin,1
etoposide,cisplatin,1
docetaxel,gemcitabine,1
vancomycin,rifampicin,1
vancomycin,fosfomycin,1
rifampicin,fosfomycin,1
etoposide,doxorubicin,0
rituximab,bendamustine,1
ofatumumab,bendamustine,1
Imatinib,nilotinib,0
Imatinib,everolimus,0
nilotinib,everolimus,0
Paclitaxel,Epirubicin,0
Paclitaxel,Tamoxifen,0
Epirubicin,Tamoxifen,0
paclitaxel,carboplatin,1
belinostat,panobinostat,0
Aflibercept,folinic acid,1
Aflibercept,panitumumab,0
Aflibercept,folinic acid,0
folinic acid,panitumumab,0
folinic acid,folinic acid,0
panitumumab,folinic acid,1
doxorubicin,ifosfamide,1
heparin,aspirin,0
vinorelbine,capecitabine,0
vinorelbine,ixabepilone,0
vinorelbine,irinotecan,0
capecitabine,ixabepilone,0
capecitabine,irinotecan,0
ixabepilone,irinotecan,0
metformin,letrozole,1
metformin,clomiphene,1
letrozole,clomiphene,0
rituximab,etoposide,1
rituximab,prednisone,1
rituximab,vincristine,1
rituximab,cyclophosphamide,1
rituximab,doxorubicin,1
etoposide,prednisone,1
etoposide,vincristine,1
etoposide,cyclophosphamide,1
etoposide,doxorubicin,1
prednisone,vincristine,1
prednisone,cyclophosphamide,1
prednisone,doxorubicin,1
vincristine,cyclophosphamide,1
vincristine,doxorubicin,1
cyclophosphamide,doxorubicin,1
cobimetinib,trametinib,0
Panitumumab,Irinotecan,1
aprotinin,heparin,0
Cyclophosphamide,mitoxantrone,1
Cyclophosphamide,fluorouracil,1
mitoxantrone,fluorouracil,1
vincristine,doxorubicin,1
vincristine,etoposide,1
doxorubicin,etoposide,1
doxorubicin,ketoconazole,1
etoposide,cytarabine,0
pegylated interferon alfa-2a,entecavir,1
pegylated interferon alfa-2a,tenofovir,1
entecavir,tenofovir,1
fluoxetine,citalopram,0
fluoxetine,fluvoxamine,0
fluoxetine,paroxetine,0
citalopram,fluvoxamine,0
citalopram,paroxetine,0
fluvoxamine,paroxetine,0
naproxen,carbamazepine,0
tivozanib,durvalumab,1
everolimus,exemestane,1
everolimus,exemestane,0
exemestane,exemestane,0
irinotecan,paclitaxel,1
artesunate,artemether,0
etoposide,daunorubicin,0
etoposide,doxorubicin,0
etoposide,methotrexate,0
etoposide,vincristine,0
daunorubicin,doxorubicin,0
daunorubicin,methotrexate,0
daunorubicin,vincristine,0
doxorubicin,methotrexate,0
doxorubicin,vincristine,0
methotrexate,vincristine,0
rituximab,cyclophosphamide,1
rituximab,vincristine,1
rituximab,doxorubicin,1
rituximab,dexamethasone,1
rituximab,rituximab,0
cyclophosphamide,vincristine,1
cyclophosphamide,doxorubicin,1
cyclophosphamide,dexamethasone,1
cyclophosphamide,rituximab,0
vincristine,doxorubicin,1
vincristine,dexamethasone,1
vincristine,rituximab,0
doxorubicin,dexamethasone,1
doxorubicin,rituximab,0
dexamethasone,rituximab,0
dapoxetine,paroxetine,0
dapoxetine,sertraline,0
dapoxetine,fluoxetine,0
dapoxetine,citalopram,0
dapoxetine,escitalopram,0
paroxetine,sertraline,0
paroxetine,fluoxetine,0
paroxetine,citalopram,0
paroxetine,escitalopram,0
sertraline,fluoxetine,0
sertraline,citalopram,0
sertraline,escitalopram,0
fluoxetine,citalopram,0
fluoxetine,escitalopram,0
citalopram,escitalopram,0
doxorubicin,paclitaxel,1
doxorubicin,paclitaxel,0
paclitaxel,paclitaxel,0
losartan,quinapril,0
losartan,losartan,0
losartan,quinapril,0
quinapril,losartan,0
quinapril,quinapril,0
losartan,quinapril,0
chloroquine,quinine,0
chloroquine,mefloquine,0
chloroquine,amodiaquine,0
chloroquine,pyrimethamine,0
quinine,mefloquine,0
quinine,amodiaquine,0
quinine,pyrimethamine,0
mefloquine,amodiaquine,0
mefloquine,pyrimethamine,0
amodiaquine,pyrimethamine,0
carboplatin,etoposide,1
venetoclax,rituximab,1
Carboplatin,taxanes,1
Carboplatin,epirubicin,0
Carboplatin,cyclophosphamide,0
taxanes,epirubicin,0
taxanes,cyclophosphamide,0
epirubicin,cyclophosphamide,1
ceftriaxone,cefuroxime,0
ceftriaxone,gentamicin,0
cefuroxime,gentamicin,1
entinostat,lapatinib,1
entinostat,trastuzumab,1
lapatinib,trastuzumab,1
doxorubicin,prednisone,1
doxorubicin,mitoxantrone,1
doxorubicin,etoposide,1
prednisone,mitoxantrone,1
prednisone,etoposide,1
mitoxantrone,etoposide,1
aspirin,dipyridamole,1
aspirin,cilostazol,1
dipyridamole,cilostazol,0
sorafenib,silibinin,1
Acanthopanax obovatus polysaccharide,cyclophosphamide,1
Acanthopanax obovatus polysaccharide,prednisolone,1
cyclophosphamide,prednisolone,0
lenalidomide,dexamethasone,1
bleomycin,etoposide,1
bleomycin,doxorubicin,1
bleomycin,cyclophosphamide,1
bleomycin,vincristine,1
bleomycin,procarbazine,1
bleomycin,prednisolone,1
bleomycin,doxorubicin,0
bleomycin,bleomycin,0
bleomycin,vincristine,0
bleomycin,dacarbazine,0
etoposide,doxorubicin,1
etoposide,cyclophosphamide,1
etoposide,vincristine,1
etoposide,procarbazine,1
etoposide,prednisolone,1
etoposide,doxorubicin,0
etoposide,bleomycin,0
etoposide,vincristine,0
etoposide,dacarbazine,0
doxorubicin,cyclophosphamide,1
doxorubicin,vincristine,1
doxorubicin,procarbazine,1
doxorubicin,prednisolone,1
doxorubicin,doxorubicin,0
doxorubicin,bleomycin,0
doxorubicin,vincristine,0
doxorubicin,dacarbazine,0
cyclophosphamide,vincristine,1
cyclophosphamide,procarbazine,1
cyclophosphamide,prednisolone,1
cyclophosphamide,doxorubicin,0
cyclophosphamide,bleomycin,0
cyclophosphamide,vincristine,0
cyclophosphamide,dacarbazine,0
vincristine,procarbazine,1
vincristine,prednisolone,1
vincristine,doxorubicin,0
vincristine,bleomycin,0
vincristine,vincristine,0
vincristine,dacarbazine,0
procarbazine,prednisolone,1
procarbazine,doxorubicin,0
procarbazine,bleomycin,0
procarbazine,vincristine,0
procarbazine,dacarbazine,0
prednisolone,doxorubicin,0
prednisolone,bleomycin,0
prednisolone,vincristine,0
prednisolone,dacarbazine,0
doxorubicin,bleomycin,1
doxorubicin,vincristine,1
doxorubicin,dacarbazine,1
bleomycin,vincristine,1
bleomycin,dacarbazine,1
vincristine,dacarbazine,1
gemcitabine,salirasib,1
amoxicillin,sulbactam,0
halofantrine,mefloquine,0
vancomycin,daptomycin,0
dasatinib,paclitaxel,1
fludarabine,paclitaxel,1
ipilimumab,nivolumab,1
palonosetron,aprepitant,1
fulvestrant,palbociclib,1
propofol,dexmedetomidine,1
propofol,propofol,1
propofol,dexmedetomidine,1
propofol,propofol,0
propofol,ketamine,0
dexmedetomidine,propofol,1
dexmedetomidine,dexmedetomidine,1
dexmedetomidine,propofol,0
dexmedetomidine,ketamine,0
propofol,dexmedetomidine,1
propofol,propofol,0
propofol,ketamine,0
dexmedetomidine,propofol,0
dexmedetomidine,ketamine,0
propofol,ketamine,1
Ethosuximide,topiramate,0
Ethosuximide,zonisamide,0
topiramate,zonisamide,0
cytarabine,daunorubicin,1
cytarabine,etoposide,1
cytarabine,cytarabine,0
cytarabine,daunorubicin,0
cytarabine,etoposide,0
daunorubicin,etoposide,1
daunorubicin,cytarabine,0
daunorubicin,daunorubicin,0
daunorubicin,etoposide,0
etoposide,cytarabine,0
etoposide,daunorubicin,0
etoposide,etoposide,0
cytarabine,daunorubicin,1
cytarabine,etoposide,1
daunorubicin,etoposide,1
foscarnet,ganciclovir,1
Afatinib,Nimotuzumab,1
Afatinib,Gefitinib,0
Afatinib,Erlotinib,0
Nimotuzumab,Gefitinib,0
Nimotuzumab,Erlotinib,0
Gefitinib,Erlotinib,0
sunitinib,nivolumab,0
sunitinib,ipilimumab,0
nivolumab,ipilimumab,1
omeprazole,verapamil,0
carmustine,cytarabine,1
carmustine,etoposide,1
carmustine,melphalan)-alemtuzumab,1
cytarabine,etoposide,1
cytarabine,melphalan)-alemtuzumab,1
etoposide,melphalan)-alemtuzumab,1
Apixaban,rivaroxaban,0
Apixaban,aspirin,0
Apixaban,clopidogrel,0
rivaroxaban,aspirin,0
rivaroxaban,clopidogrel,0
aspirin,clopidogrel,1
lidocaine,mepivacaine,0
ampicillin,azithromycin,0
ampicillin,chloramphenicol,0
ampicillin,ciprofloxacin,0
ampicillin,doxycycline,0
ampicillin,erythromycin,0
ampicillin,furazolidone,0
ampicillin,levofloxacin,0
azithromycin,chloramphenicol,0
azithromycin,ciprofloxacin,0
azithromycin,doxycycline,0
azithromycin,erythromycin,0
azithromycin,furazolidone,0
azithromycin,levofloxacin,0
chloramphenicol,ciprofloxacin,0
chloramphenicol,doxycycline,0
chloramphenicol,erythromycin,0
chloramphenicol,furazolidone,0
chloramphenicol,levofloxacin,0
ciprofloxacin,doxycycline,0
ciprofloxacin,erythromycin,0
ciprofloxacin,furazolidone,0
ciprofloxacin,levofloxacin,0
doxycycline,erythromycin,0
doxycycline,furazolidone,0
doxycycline,levofloxacin,0
erythromycin,furazolidone,0
erythromycin,levofloxacin,0
furazolidone,levofloxacin,0
VPA,fludarabine,1
VPA,flavopiridol,1
VPA,bortezomib,1
VPA,thalidomide,0
VPA,lenalidomide,0
fludarabine,flavopiridol,0
fludarabine,bortezomib,0
fludarabine,thalidomide,0
fludarabine,lenalidomide,0
flavopiridol,bortezomib,0
flavopiridol,thalidomide,0
flavopiridol,lenalidomide,0
bortezomib,thalidomide,0
bortezomib,lenalidomide,0
thalidomide,lenalidomide,0
pertuzumab,trastuzumab,1
pertuzumab,docetaxel,1
trastuzumab,docetaxel,1
doxycycline,rifampicin,1
doxycycline,levofloxacin,1
doxycycline,amikacin,1
rifampicin,levofloxacin,1
rifampicin,amikacin,1
levofloxacin,amikacin,1
enalapril,nitrendipine,0
enalapril,hydrochlorothiazide,0
nitrendipine,hydrochlorothiazide,0
exemestane,toremifene,1
exemestane,fulvestrant,1
toremifene,fulvestrant,1
doxazosin,atenolol,1
low-molecular-weight heparin,aspirin,1
low-molecular-weight heparin,unfractionated heparin,0
aspirin,unfractionated heparin,0
neostigmine,dexmedetomidine,0
neostigmine,dexmedetomidine,0
neostigmine,neostigmine,0
dexmedetomidine,dexmedetomidine,0
dexmedetomidine,neostigmine,0
dexmedetomidine,neostigmine,1
gemcitabine,docetaxel,1
trilostane,dexamethasone,1
oxaliplatin,leucovorin,1
methysergide,clonidine,0
methysergide,haloperidol,0
methysergide,atropine,0
clonidine,haloperidol,0
clonidine,atropine,0
haloperidol,atropine,0
doxorubicin,flavopiridol,1
bicalutamide,tremelimumab,1
docetaxel,topotecan,0
docetaxel,gemcitabine,0
topotecan,gemcitabine,0
ropivacaine,hydromorphone,1
ropivacaine,ketorolac,1
hydromorphone,ketorolac,1
tegafur,gimeracil,0
trastuzumab,capecitabine,1
lapatinib,capecitabine,1
leflunomide,adalimumab,0
doxycycline,azithromycin,0
dexmedetomidine,propofol,0
azithromycin,gentamicin,1
ciprofloxacin,metronidazole,0
rituximab,fludarabine,1
rituximab,mitoxantrone,1
rituximab,rituximab,0
fludarabine,mitoxantrone,1
fludarabine,rituximab,0
mitoxantrone,rituximab,0
carboplatin,etoposide,1
clindamycin,gentamicin,1
clindamycin,vancomycin,1
gentamicin,vancomycin,1
etoposide,methylprednisolone,1
etoposide,cytarabine,1
etoposide,cisplatin,1
etoposide,cisplatin,0
etoposide,cytosine arabinoside,0
etoposide,dexamethasone,0
methylprednisolone,cytarabine,1
methylprednisolone,cisplatin,1
methylprednisolone,cisplatin,0
methylprednisolone,cytosine arabinoside,0
methylprednisolone,dexamethasone,0
cytarabine,cisplatin,1
cytarabine,cisplatin,0
cytarabine,cytosine arabinoside,0
cytarabine,dexamethasone,0
